phi,d_b,h_x,h_y,parameters
0.10526315789473684,0.631578947368421,0.44684611178043543,0.33520206884525533,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.6842105263157895,0.4719004928117936,0.3540835381930973,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.7368421052631579,0.4946365534176395,0.3712144831369071,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.7894736842105263,0.515508738696168,0.38693656160491025,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.8421052631578947,0.5348107108248933,0.4014746363574229,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.8947368421052632,0.5528098602293987,0.41502793870878085,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.9473684210526315,0.5696829049346088,0.4277307868123886,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,1.0,0.5855842429414341,0.4396984690207713,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.05263157894736842,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.10526315789473684,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.15789473684210525,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.21052631578947367,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.2631578947368421,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.3157894736842105,0.0005278967399614232,3.5988914041926366e-7,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.3684210526315789,0.27961728793316987,0.20910251392184373,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.42105263157894735,0.3366109146470283,0.2521008966148069,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.47368421052631576,0.37965971237179336,0.28456086526009666,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.5263157894736842,0.41509145165590466,0.3112708889999362,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.5789473684210527,0.4455538125881884,0.3342306233161809,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.631578947368421,0.4724657265754587,0.3545103732358839,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.6842105263157895,0.4966531839962107,0.37273402532346184,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.7368421052631579,0.5186935748338187,0.3893374107812387,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.7894736842105263,0.5390017447981881,0.4046306790403216,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.8421052631578947,0.5578404883186836,0.41881545080507726,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.8947368421052632,0.5754382194051073,0.4320634182414918,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,0.9473684210526315,0.5919751223106423,0.44450839223152594,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.15789473684210525,1.0,0.6075696709417449,0.45624382447463946,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.05263157894736842,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.10526315789473684,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.15789473684210525,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.21052631578947367,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.2631578947368421,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.3157894736842105,0.009392714109996998,0.0002662083958273997,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.3684210526315789,0.3168323421615886,0.23719575814882524,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.42105263157894735,0.367837170166455,0.27565428213381155,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.47368421052631576,0.40789385211621626,0.305850005316886,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.5263157894736842,0.44145985650934244,0.33114769297052543,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.5789473684210527,0.4706205715152382,0.35312150483939486,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.631578947368421,0.4965631813988648,0.37266610619583734,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.6842105263157895,0.5199938291411783,0.3903159818893584,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.7368421052631579,0.5414288870343451,0.4064598764772381,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.7894736842105263,0.5612394058322313,0.4213740867162345,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.8421052631578947,0.5796531283484855,0.4352365116183684,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.8947368421052632,0.5968976498160722,0.44821430569735005,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,0.9473684210526315,0.6131360754887762,0.46042784765917066,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.21052631578947367,1.0,0.6284568590443167,0.47195513291276536,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.2631578947368421,0.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.2631578947368421,0.05263157894736842,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.2631578947368421,0.10526315789473684,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
